,남녀비율가중
3371,112.99799999999999
3372,112.99799999999999
3373,112.99799999999999
3374,112.99799999999999
3375,112.99799999999999
3376,112.99799999999999
3377,112.99799999999999
3378,112.99799999999999
3379,112.99799999999999
3380,112.99799999999999
3381,112.99799999999999
3382,112.99799999999999
3383,112.99799999999999
3384,112.99799999999999
3385,112.99799999999999
3386,112.99799999999999
3387,112.99799999999999
3388,112.99799999999999
3389,112.99799999999999
3390,112.99799999999999
3391,112.99799999999999
3392,112.99799999999999
3393,112.99799999999999
3394,112.99799999999999
3395,112.99799999999999
3396,112.99799999999999
3397,112.99799999999999
3398,112.99799999999999
3399,112.99799999999999
3400,112.99799999999999
3401,112.99799999999999
3402,112.99799999999999
3403,112.99799999999999
3404,112.99799999999999
3405,112.99799999999999
3406,112.99799999999999
3407,112.99799999999999
3408,112.99799999999999
3409,112.99799999999999
3410,112.99799999999999
3411,112.99799999999999
3412,112.99799999999999
3413,112.99799999999999
3414,112.99799999999999
3415,112.99799999999999
3416,112.99799999999999
3417,112.99799999999999
3418,112.99799999999999
3419,112.99799999999999
3420,112.99799999999999
3421,112.99799999999999
3422,112.99799999999999
3423,112.99799999999999
3424,112.99799999999999
3425,112.99799999999999
3426,112.99799999999999
3427,112.99799999999999
3428,112.99799999999999
3429,112.99799999999999
3430,112.99799999999999
3431,112.99799999999999
3432,112.99799999999999
3433,112.99799999999999
3434,112.99799999999999
3435,112.99799999999999
3436,112.99799999999999
3437,112.99799999999999
3438,112.99799999999999
3439,112.99799999999999
3440,112.99799999999999
3441,112.99799999999999
3442,112.99799999999999
3443,112.99799999999999
3444,112.99799999999999
3445,112.99799999999999
3446,112.99799999999999
3447,112.99799999999999
3448,112.99799999999999
3449,112.99799999999999
3450,112.99799999999999
3451,112.99799999999999
3452,112.99799999999999
3453,112.99799999999999
3454,112.99799999999999
3455,112.99799999999999
3456,112.99799999999999
3457,112.99799999999999
3458,112.99799999999999
3459,112.99799999999999
3460,112.99799999999999
3461,112.99799999999999
3462,112.99799999999999
3463,112.99799999999999
3464,112.99799999999999
3465,112.99799999999999
3466,112.99799999999999
3467,112.99799999999999
3468,112.99799999999999
3469,112.99799999999999
3470,112.99799999999999
3471,112.99799999999999
3472,112.99799999999999
3473,112.99799999999999
3474,112.99799999999999
3475,112.99799999999999
3476,112.99799999999999
3477,112.99799999999999
3478,112.99799999999999
3479,112.99799999999999
3480,112.99799999999999
3481,112.99799999999999
3482,112.99799999999999
3483,112.99799999999999
3484,112.99799999999999
3485,112.99799999999999
3486,112.99799999999999
3487,112.99799999999999
3488,112.99799999999999
3489,112.99799999999999
3490,112.99799999999999
3491,112.99799999999999
3492,112.99799999999999
3493,112.99799999999999
3494,112.99799999999999
3495,112.99799999999999
3496,112.99799999999999
3497,112.99799999999999
3498,112.99799999999999
3499,112.99799999999999
3500,112.99799999999999
3501,112.99799999999999
3502,112.99799999999999
3503,112.99799999999999
3504,112.99799999999999
3505,112.99799999999999
3506,112.99799999999999
3507,112.99799999999999
3508,112.99799999999999
3509,112.99799999999999
3510,112.99799999999999
3511,112.99799999999999
3512,112.99799999999999
3513,112.99799999999999
3514,112.99799999999999
3515,112.99799999999999
3516,112.99799999999999
3517,112.99799999999999
3518,112.99799999999999
3519,112.99799999999999
3520,112.99799999999999
3521,112.99799999999999
3522,112.99799999999999
3523,112.99799999999999
3524,112.99799999999999
3525,112.99799999999999
3526,112.99799999999999
3527,112.99799999999999
3528,112.99799999999999
3529,112.99799999999999
3530,112.99799999999999
3531,112.99799999999999
3532,112.99799999999999
3533,112.99799999999999
3534,112.99799999999999
3535,112.99799999999999
3536,112.99799999999999
3537,112.99799999999999
3538,112.99799999999999
3539,112.99799999999999
3540,112.99799999999999
3541,112.99799999999999
3542,112.99799999999999
3543,112.99799999999999
3544,112.99799999999999
3545,112.99799999999999
3546,112.99799999999999
3547,112.99799999999999
3548,112.99799999999999
3549,112.99799999999999
3550,112.99799999999999
3551,112.99799999999999
3552,112.99799999999999
3553,112.99799999999999
3554,112.99799999999999
3555,112.99799999999999
3556,112.99799999999999
3557,112.99799999999999
3558,112.99799999999999
3559,112.99799999999999
3560,112.99799999999999
3561,112.99799999999999
3562,112.99799999999999
3563,112.99799999999999
3564,112.99799999999999
3565,112.99799999999999
3566,112.99799999999999
3567,112.99799999999999
3568,112.99799999999999
3569,112.99799999999999
3570,112.99799999999999
3571,112.99799999999999
3572,112.99799999999999
3573,112.99799999999999
3574,112.99799999999999
3575,112.99799999999999
3576,112.99799999999999
3577,112.99799999999999
3578,112.99799999999999
3579,112.99799999999999
3580,112.99799999999999
3581,112.99799999999999
3582,112.99799999999999
3583,112.99799999999999
3584,112.99799999999999
3585,112.99799999999999
3586,112.99799999999999
3587,112.99799999999999
3588,112.99799999999999
3589,112.99799999999999
3590,112.99799999999999
3591,112.99799999999999
3592,112.99799999999999
3593,112.99799999999999
3594,112.99799999999999
3595,112.99799999999999
3596,112.99799999999999
3597,112.99799999999999
3598,112.99799999999999
3599,112.99799999999999
3600,112.99799999999999
3601,112.99799999999999
3602,112.99799999999999
3603,112.99799999999999
3604,112.99799999999999
3605,112.99799999999999
3606,112.99799999999999
3607,112.99799999999999
3608,112.99799999999999
3609,112.99799999999999
3610,112.99799999999999
3611,112.99799999999999
3612,112.99799999999999
3613,112.99799999999999
3614,112.99799999999999
3615,112.99799999999999
3616,112.99799999999999
3617,112.99799999999999
3618,112.99799999999999
3619,112.99799999999999
3620,112.99799999999999
3621,112.99799999999999
3622,112.99799999999999
3623,112.99799999999999
3624,112.99799999999999
3625,112.99799999999999
3626,112.99799999999999
3627,112.99799999999999
3628,112.99799999999999
3629,112.99799999999999
3630,112.99799999999999
3631,112.99799999999999
3632,112.99799999999999
3633,112.99799999999999
3634,112.99799999999999
3635,112.99799999999999
3636,112.99799999999999
3637,112.99799999999999
3638,112.99799999999999
3639,112.99799999999999
3640,112.99799999999999
3641,112.99799999999999
3642,112.99799999999999
3643,112.99799999999999
3644,112.99799999999999
3645,112.99799999999999
3646,112.99799999999999
3647,112.99799999999999
3648,112.99799999999999
3649,112.99799999999999
3650,112.99799999999999
3651,112.99799999999999
3652,112.99799999999999
3653,112.99799999999999
3654,112.99799999999999
3655,112.99799999999999
3656,112.99799999999999
3657,112.99799999999999
3658,112.99799999999999
3659,112.99799999999999
3660,112.99799999999999
3661,112.99799999999999
3662,112.99799999999999
3663,112.99799999999999
3664,112.99799999999999
3665,112.99799999999999
3666,112.99799999999999
3667,112.99799999999999
3668,112.99799999999999
3669,112.99799999999999
3670,112.99799999999999
3671,112.99799999999999
3672,112.99799999999999
3673,112.99799999999999
3674,112.99799999999999
3675,112.99799999999999
3676,112.99799999999999
3677,112.99799999999999
3678,112.99799999999999
3679,112.99799999999999
3680,112.99799999999999
3681,112.99799999999999
3682,112.99799999999999
3683,112.99799999999999
3684,112.99799999999999
3685,112.99799999999999
3686,112.99799999999999
3687,112.99799999999999
3688,112.99799999999999
3689,112.99799999999999
3690,112.99799999999999
3691,112.99799999999999
3692,112.99799999999999
3693,112.99799999999999
3694,112.99799999999999
3695,112.99799999999999
3696,112.99799999999999
3697,112.99799999999999
3698,112.99799999999999
3699,112.99799999999999
3700,112.99799999999999
3701,112.99799999999999
3702,112.99799999999999
3703,112.99799999999999
3704,112.99799999999999
3705,112.99799999999999
3706,112.99799999999999
3707,112.99799999999999
3708,112.99799999999999
3709,112.99799999999999
3710,112.99799999999999
3711,112.99799999999999
3712,112.99799999999999
3713,112.99799999999999
3714,112.99799999999999
3715,112.99799999999999
3716,112.99799999999999
3717,112.99799999999999
3718,112.99799999999999
3719,112.99799999999999
3720,112.99799999999999
3721,112.99799999999999
3722,112.99799999999999
3723,112.99799999999999
3724,112.99799999999999
3725,112.99799999999999
3726,112.99799999999999
3727,112.99799999999999
3728,112.99799999999999
3729,112.99799999999999
3730,112.99799999999999
3731,112.99799999999999
3732,112.99799999999999
3733,112.99799999999999
3734,112.99799999999999
3735,112.99799999999999
3736,112.99799999999999
3737,112.99799999999999
3738,112.99799999999999
3739,112.99799999999999
3740,112.99799999999999
3741,112.99799999999999
3742,112.99799999999999
3743,112.99799999999999
3744,112.99799999999999
3745,112.99799999999999
3746,112.99799999999999
3747,112.99799999999999
3748,112.99799999999999
3749,112.99799999999999
3750,112.99799999999999
3751,112.99799999999999
3752,112.99799999999999
3753,112.99799999999999
3754,112.99799999999999
3755,112.99799999999999
3756,112.99799999999999
3757,112.99799999999999
3758,112.99799999999999
3759,112.99799999999999
3760,112.99799999999999
3761,112.99799999999999
3762,112.99799999999999
3763,112.99799999999999
3764,112.99799999999999
3765,112.99799999999999
3766,112.99799999999999
3767,112.99799999999999
3768,112.99799999999999
3769,112.99799999999999
3770,112.99799999999999
3771,112.99799999999999
3772,112.99799999999999
3773,112.99799999999999
3774,112.99799999999999
3775,112.99799999999999
3776,112.99799999999999
3777,112.99799999999999
3778,112.99799999999999
3779,112.99799999999999
3780,112.99799999999999
3781,112.99799999999999
3782,112.99799999999999
3783,112.99799999999999
3784,112.99799999999999
3785,112.99799999999999
3786,112.99799999999999
3787,112.99799999999999
3788,112.99799999999999
3789,112.99799999999999
3790,112.99799999999999
3791,112.99799999999999
3792,112.99799999999999
3793,112.99799999999999
3794,112.99799999999999
3795,112.99799999999999
3796,112.99799999999999
3797,112.99799999999999
3798,112.99799999999999
3799,112.99799999999999
3800,112.99799999999999
3801,112.99799999999999
3802,112.99799999999999
3803,112.99799999999999
3804,112.99799999999999
3805,112.99799999999999
3806,112.99799999999999
3807,112.99799999999999
3808,112.99799999999999
3809,112.99799999999999
3810,112.99799999999999
3811,112.99799999999999
3812,112.99799999999999
3813,112.99799999999999
3814,112.99799999999999
3815,112.99799999999999
3816,112.99799999999999
3817,112.99799999999999
3818,112.99799999999999
3819,112.99799999999999
3820,112.99799999999999
3821,112.99799999999999
3822,112.99799999999999
3823,112.99799999999999
3824,112.99799999999999
3825,112.99799999999999
3826,112.99799999999999
3827,112.99799999999999
3828,112.99799999999999
3829,112.99799999999999
3830,112.99799999999999
3831,112.99799999999999
3832,112.99799999999999
3833,112.99799999999999
3834,112.99799999999999
3835,112.99799999999999
3836,112.99799999999999
3837,112.99799999999999
3838,112.99799999999999
3839,112.99799999999999
3840,112.99799999999999
3841,112.99799999999999
3842,112.99799999999999
3843,112.99799999999999
3844,112.99799999999999
3845,112.99799999999999
3846,112.99799999999999
3847,112.99799999999999
3848,112.99799999999999
3849,112.99799999999999
3850,112.99799999999999
3851,112.99799999999999
3852,112.99799999999999
3853,112.99799999999999
3854,112.99799999999999
3855,112.99799999999999
3856,112.99799999999999
3857,112.99799999999999
3858,112.99799999999999
3859,112.99799999999999
3860,112.99799999999999
3861,112.99799999999999
3862,112.99799999999999
3863,112.99799999999999
3864,112.99799999999999
3865,112.99799999999999
3866,112.99799999999999
3867,112.99799999999999
3868,112.99799999999999
3869,112.99799999999999
3870,112.99799999999999
3871,112.99799999999999
3872,112.99799999999999
3873,112.99799999999999
3874,112.99799999999999
3875,112.99799999999999
3876,112.99799999999999
3877,112.99799999999999
3878,112.99799999999999
3879,112.99799999999999
3880,112.99799999999999
3881,112.99799999999999
3882,112.99799999999999
3883,112.99799999999999
3884,112.99799999999999
3885,112.99799999999999
3886,112.99799999999999
3887,112.99799999999999
3888,112.99799999999999
3889,112.99799999999999
3890,112.99799999999999
3891,112.99799999999999
3892,112.99799999999999
3893,112.99799999999999
3894,112.99799999999999
3895,112.99799999999999
3896,112.99799999999999
3897,112.99799999999999
3898,112.99799999999999
3899,112.99799999999999
3900,112.99799999999999
3901,112.99799999999999
3902,112.99799999999999
3903,112.99799999999999
3904,112.99799999999999
3905,112.99799999999999
3906,112.99799999999999
3907,112.99799999999999
3908,112.99799999999999
3909,112.99799999999999
3910,112.99799999999999
3911,112.99799999999999
3912,112.99799999999999
3913,112.99799999999999
3914,112.99799999999999
3915,112.99799999999999
3916,112.99799999999999
3917,112.99799999999999
3918,112.99799999999999
3919,112.99799999999999
3920,112.99799999999999
3921,112.99799999999999
3922,112.99799999999999
3923,112.99799999999999
3924,112.99799999999999
3925,112.99799999999999
3926,112.99799999999999
3927,112.99799999999999
3928,112.99799999999999
3929,112.99799999999999
3930,112.99799999999999
3931,112.99799999999999
3932,112.99799999999999
3933,112.99799999999999
3934,112.99799999999999
3935,112.99799999999999
3936,112.99799999999999
3937,112.99799999999999
3938,112.99799999999999
3939,112.99799999999999
3940,112.99799999999999
3941,112.99799999999999
3942,112.99799999999999
3943,112.99799999999999
3944,112.99799999999999
3945,112.99799999999999
3946,112.99799999999999
3947,112.99799999999999
3948,112.99799999999999
3949,112.99799999999999
3950,112.99799999999999
3951,112.99799999999999
3952,112.99799999999999
3953,112.99799999999999
3954,112.99799999999999
3955,112.99799999999999
3956,112.99799999999999
3957,112.99799999999999
3958,112.99799999999999
3959,112.99799999999999
3960,112.99799999999999
3961,112.99799999999999
3962,112.99799999999999
3963,112.99799999999999
3964,112.99799999999999
3965,112.99799999999999
3966,112.99799999999999
3967,112.99799999999999
3968,112.99799999999999
3969,112.99799999999999
3970,112.99799999999999
3971,112.99799999999999
3972,112.99799999999999
3973,112.99799999999999
3974,112.99799999999999
3975,112.99799999999999
3976,112.99799999999999
3977,112.99799999999999
3978,112.99799999999999
3979,112.99799999999999
3980,112.99799999999999
3981,112.99799999999999
3982,112.99799999999999
3983,112.99799999999999
3984,112.99799999999999
3985,112.99799999999999
3986,112.99799999999999
3987,112.99799999999999
3988,112.99799999999999
3989,112.99799999999999
3990,112.99799999999999
3991,112.99799999999999
3992,112.99799999999999
3993,112.99799999999999
3994,112.99799999999999
3995,112.99799999999999
3996,112.99799999999999
3997,112.99799999999999
3998,112.99799999999999
3999,112.99799999999999
4000,112.99799999999999
4001,112.99799999999999
4002,112.99799999999999
4003,112.99799999999999
4004,112.99799999999999
4005,112.99799999999999
4006,112.99799999999999
4007,112.99799999999999
4008,112.99799999999999
4009,112.99799999999999
4010,112.99799999999999
4011,112.99799999999999
4012,112.99799999999999
4013,112.99799999999999
4014,112.99799999999999
4015,112.99799999999999
4016,112.99799999999999
4017,112.99799999999999
4018,112.99799999999999
4019,112.99799999999999
4020,112.99799999999999
4021,112.99799999999999
4022,112.99799999999999
4023,112.99799999999999
4024,112.99799999999999
4025,112.99799999999999
4026,112.99799999999999
4027,112.99799999999999
4028,112.99799999999999
4029,112.99799999999999
4030,112.99799999999999
4031,112.99799999999999
4032,112.99799999999999
4033,112.99799999999999
4034,112.99799999999999
4035,112.99799999999999
4036,112.99799999999999
4037,112.99799999999999
4038,112.99799999999999
4039,112.99799999999999
4040,112.99799999999999
4041,112.99799999999999
4042,112.99799999999999
4043,112.99799999999999
4044,112.99799999999999
4045,112.99799999999999
4046,112.99799999999999
4047,112.99799999999999
4048,112.99799999999999
4049,112.99799999999999
4050,112.99799999999999
4051,112.99799999999999
4052,112.99799999999999
4053,112.99799999999999
4054,112.99799999999999
4055,112.99799999999999
4056,112.99799999999999
4057,112.99799999999999
4058,112.99799999999999
4059,112.99799999999999
4060,112.99799999999999
4061,112.99799999999999
4062,112.99799999999999
4063,112.99799999999999
4064,112.99799999999999
4065,112.99799999999999
4066,112.99799999999999
4067,112.99799999999999
4068,112.99799999999999
4069,112.99799999999999
4070,112.99799999999999
4071,112.99799999999999
4072,112.99799999999999
4073,112.99799999999999
4074,112.99799999999999
4075,112.99799999999999
4076,112.99799999999999
4077,112.99799999999999
4078,112.99799999999999
4079,112.99799999999999
4080,112.99799999999999
4081,112.99799999999999
4082,112.99799999999999
4083,112.99799999999999
4084,112.99799999999999
4085,112.99799999999999
4086,112.99799999999999
4087,112.99799999999999
4088,112.99799999999999
4089,112.99799999999999
4090,112.99799999999999
4091,112.99799999999999
4092,112.99799999999999
4093,112.99799999999999
4094,112.99799999999999
4095,112.99799999999999
4096,112.99799999999999
4097,112.99799999999999
4098,112.99799999999999
4099,112.99799999999999
4100,112.99799999999999
4101,112.99799999999999
4102,112.99799999999999
4103,112.99799999999999
4104,112.99799999999999
4105,112.99799999999999
4106,112.99799999999999
4107,112.99799999999999
4108,112.99799999999999
4109,112.99799999999999
4110,112.99799999999999
4111,112.99799999999999
4112,112.99799999999999
4113,112.99799999999999
4114,112.99799999999999
4115,112.99799999999999
4116,112.99799999999999
4117,112.99799999999999
4118,112.99799999999999
4119,112.99799999999999
4120,112.99799999999999
4121,112.99799999999999
4122,112.99799999999999
4123,112.99799999999999
4124,112.99799999999999
4125,112.99799999999999
4126,112.99799999999999
4127,112.99799999999999
4128,112.99799999999999
4129,112.99799999999999
4130,112.99799999999999
4131,112.99799999999999
4132,112.99799999999999
4133,112.99799999999999
4134,112.99799999999999
4135,112.99799999999999
4136,112.99799999999999
4137,112.99799999999999
4138,112.99799999999999
4139,112.99799999999999
4140,112.99799999999999
4141,112.99799999999999
4142,112.99799999999999
4143,112.99799999999999
4144,112.99799999999999
4145,112.99799999999999
4146,112.99799999999999
4147,112.99799999999999
4148,112.99799999999999
4149,112.99799999999999
4150,112.99799999999999
4151,112.99799999999999
4152,112.99799999999999
4153,112.99799999999999
4154,112.99799999999999
4155,112.99799999999999
4156,112.99799999999999
4157,112.99799999999999
4158,112.99799999999999
4159,112.99799999999999
4160,112.99799999999999
4161,112.99799999999999
4162,112.99799999999999
4163,112.99799999999999
4164,112.99799999999999
4165,112.99799999999999
4166,112.99799999999999
4167,112.99799999999999
4168,112.99799999999999
4169,112.99799999999999
4170,112.99799999999999
4171,112.99799999999999
4172,112.99799999999999
4173,112.99799999999999
4174,112.99799999999999
4175,112.99799999999999
4176,112.99799999999999
4177,112.99799999999999
4178,112.99799999999999
4179,112.99799999999999
4180,112.99799999999999
4181,112.99799999999999
4182,112.99799999999999
4183,112.99799999999999
4184,112.99799999999999
4185,112.99799999999999
4186,112.99799999999999
4187,112.99799999999999
4188,112.99799999999999
4189,112.99799999999999
4190,112.99799999999999
4191,112.99799999999999
4192,112.99799999999999
4193,112.99799999999999
4194,112.99799999999999
4195,112.99799999999999
4196,112.99799999999999
4197,112.99799999999999
4198,112.99799999999999
4199,112.99799999999999
4200,112.99799999999999
4201,112.99799999999999
4202,112.99799999999999
4203,112.99799999999999
4204,112.99799999999999
4205,112.99799999999999
4206,112.99799999999999
4207,112.99799999999999
4208,112.99799999999999
4209,112.99799999999999
4210,112.99799999999999
4211,112.99799999999999
4212,112.99799999999999
4213,112.99799999999999
4214,112.99799999999999
4215,112.99799999999999
4216,112.99799999999999
4217,112.99799999999999
4218,112.99799999999999
4219,112.99799999999999
4220,112.99799999999999
4221,112.99799999999999
4222,112.99799999999999
4223,112.99799999999999
4224,112.99799999999999
4225,112.99799999999999
4226,112.99799999999999
4227,112.99799999999999
4228,112.99799999999999
4229,112.99799999999999
4230,112.99799999999999
4231,112.99799999999999
4232,112.99799999999999
4233,112.99799999999999
4234,112.99799999999999
4235,112.99799999999999
4236,112.99799999999999
4237,112.99799999999999
4238,112.99799999999999
4239,112.99799999999999
4240,112.99799999999999
4241,112.99799999999999
4242,112.99799999999999
4243,112.99799999999999
4244,112.99799999999999
4245,112.99799999999999
4246,112.99799999999999
4247,112.99799999999999
4248,112.99799999999999
4249,112.99799999999999
4250,112.99799999999999
4251,112.99799999999999
4252,112.99799999999999
4253,112.99799999999999
4254,112.99799999999999
4255,112.99799999999999
4256,112.99799999999999
4257,112.99799999999999
4258,112.99799999999999
4259,112.99799999999999
4260,112.99799999999999
4261,112.99799999999999
4262,112.99799999999999
4263,112.99799999999999
4264,112.99799999999999
4265,112.99799999999999
4266,112.99799999999999
4267,112.99799999999999
4268,112.99799999999999
4269,112.99799999999999
4270,112.99799999999999
4271,112.99799999999999
4272,112.99799999999999
4273,112.99799999999999
4274,112.99799999999999
4275,112.99799999999999
4276,112.99799999999999
4277,112.99799999999999
4278,112.99799999999999
4279,112.99799999999999
4280,112.99799999999999
4281,112.99799999999999
4282,112.99799999999999
4283,112.99799999999999
4284,112.99799999999999
4285,112.99799999999999
4286,112.99799999999999
4287,112.99799999999999
4288,112.99799999999999
4289,112.99799999999999
4290,112.99799999999999
4291,112.99799999999999
4292,112.99799999999999
4293,112.99799999999999
4294,112.99799999999999
4295,112.99799999999999
4296,112.99799999999999
4297,112.99799999999999
4298,112.99799999999999
4299,112.99799999999999
4300,112.99799999999999
4301,112.99799999999999
4302,112.99799999999999
4303,112.99799999999999
4304,112.99799999999999
4305,112.99799999999999
4306,112.99799999999999
4307,112.99799999999999
4308,112.99799999999999
4309,112.99799999999999
4310,112.99799999999999
4311,112.99799999999999
4312,112.99799999999999
4313,112.99799999999999
4314,112.99799999999999
4315,112.99799999999999
4316,112.99799999999999
4317,112.99799999999999
4318,112.99799999999999
4319,112.99799999999999
4320,112.99799999999999
4321,112.99799999999999
4322,112.99799999999999
4323,112.99799999999999
4324,112.99799999999999
4325,112.99799999999999
4326,112.99799999999999
4327,112.99799999999999
4328,112.99799999999999
4329,112.99799999999999
4330,112.99799999999999
4331,112.99799999999999
4332,112.99799999999999
4333,112.99799999999999
4334,112.99799999999999
4335,112.99799999999999
4336,112.99799999999999
4337,112.99799999999999
4338,112.99799999999999
4339,112.99799999999999
4340,112.99799999999999
4341,112.99799999999999
4342,112.99799999999999
4343,112.99799999999999
4344,112.99799999999999
4345,112.99799999999999
4346,112.99799999999999
4347,112.99799999999999
4348,112.99799999999999
4349,112.99799999999999
4350,112.99799999999999
4351,112.99799999999999
4352,112.99799999999999
4353,112.99799999999999
4354,112.99799999999999
4355,112.99799999999999
4356,112.99799999999999
4357,112.99799999999999
4358,112.99799999999999
4359,112.99799999999999
4360,112.99799999999999
4361,112.99799999999999
4362,112.99799999999999
4363,112.99799999999999
4364,112.99799999999999
4365,112.99799999999999
4366,112.99799999999999
4367,112.99799999999999
4368,112.99799999999999
4369,112.99799999999999
4370,112.99799999999999
4371,112.99799999999999
4372,112.99799999999999
4373,112.99799999999999
4374,112.99799999999999
4375,112.99799999999999
4376,112.99799999999999
4377,112.99799999999999
4378,112.99799999999999
4379,112.99799999999999
4380,112.99799999999999
4381,112.99799999999999
4382,112.99799999999999
4383,112.99799999999999
4384,112.99799999999999
4385,112.99799999999999
4386,112.99799999999999
4387,112.99799999999999
4388,112.99799999999999
4389,112.99799999999999
4390,112.99799999999999
4391,112.99799999999999
4392,112.99799999999999
4393,112.99799999999999
4394,112.99799999999999
4395,112.99799999999999
4396,112.99799999999999
4397,112.99799999999999
4398,112.99799999999999
4399,112.99799999999999
4400,112.99799999999999
4401,112.99799999999999
4402,112.99799999999999
4403,112.99799999999999
4404,112.99799999999999
4405,112.99799999999999
4406,112.99799999999999
4407,112.99799999999999
4408,112.99799999999999
4409,112.99799999999999
4410,112.99799999999999
4411,112.99799999999999
4412,112.99799999999999
4413,112.99799999999999
4414,112.99799999999999
4415,112.99799999999999
4416,112.99799999999999
4417,112.99799999999999
4418,112.99799999999999
4419,112.99799999999999
4420,112.99799999999999
4421,112.99799999999999
4422,112.99799999999999
4423,112.99799999999999
4424,112.99799999999999
4425,112.99799999999999
4426,112.99799999999999
4427,112.99799999999999
4428,112.99799999999999
4429,112.99799999999999
4430,112.99799999999999
4431,112.99799999999999
4432,112.99799999999999
4433,112.99799999999999
4434,112.99799999999999
4435,112.99799999999999
4436,112.99799999999999
4437,112.99799999999999
4438,112.99799999999999
4439,112.99799999999999
4440,112.99799999999999
4441,112.99799999999999
4442,112.99799999999999
4443,112.99799999999999
4444,112.99799999999999
4445,112.99799999999999
4446,112.99799999999999
4447,112.99799999999999
4448,112.99799999999999
4449,112.99799999999999
4450,112.99799999999999
4451,112.99799999999999
4452,112.99799999999999
4453,112.99799999999999
4454,112.99799999999999
4455,112.99799999999999
4456,112.99799999999999
4457,112.99799999999999
4458,112.99799999999999
4459,112.99799999999999
4460,112.99799999999999
4461,112.99799999999999
4462,112.99799999999999
4463,112.99799999999999
4464,112.99799999999999
4465,112.99799999999999
4466,112.99799999999999
4467,112.99799999999999
4468,112.99799999999999
4469,112.99799999999999
4470,112.99799999999999
4471,112.99799999999999
4472,112.99799999999999
4473,112.99799999999999
4474,112.99799999999999
4475,112.99799999999999
4476,112.99799999999999
4477,112.99799999999999
4478,112.99799999999999
4479,112.99799999999999
4480,112.99799999999999
4481,112.99799999999999
4482,112.99799999999999
4483,112.99799999999999
4484,112.99799999999999
4485,112.99799999999999
4486,112.99799999999999
4487,112.99799999999999
4488,112.99799999999999
4489,112.99799999999999
4490,112.99799999999999
4491,112.99799999999999
4492,112.99799999999999
4493,112.99799999999999
4494,112.99799999999999
4495,112.99799999999999
4496,112.99799999999999
4497,112.99799999999999
4498,112.99799999999999
4499,112.99799999999999
4500,112.99799999999999
4501,112.99799999999999
4502,112.99799999999999
4503,112.99799999999999
4504,112.99799999999999
4505,112.99799999999999
4506,112.99799999999999
4507,112.99799999999999
4508,112.99799999999999
4509,112.99799999999999
4510,112.99799999999999
4511,112.99799999999999
4512,112.99799999999999
4513,112.99799999999999
4514,112.99799999999999
4515,112.99799999999999
4516,112.99799999999999
4517,112.99799999999999
4518,112.99799999999999
4519,112.99799999999999
4520,112.99799999999999
4521,112.99799999999999
4522,112.99799999999999
4523,112.99799999999999
4524,112.99799999999999
4525,112.99799999999999
4526,112.99799999999999
4527,112.99799999999999
4528,112.99799999999999
4529,112.99799999999999
4530,112.99799999999999
4531,112.99799999999999
4532,112.99799999999999
4533,112.99799999999999
4534,112.99799999999999
4535,112.99799999999999
4536,112.99799999999999
4537,112.99799999999999
4538,112.99799999999999
4539,112.99799999999999
4540,112.99799999999999
4541,112.99799999999999
4542,112.99799999999999
4543,112.99799999999999
4544,112.99799999999999
4545,112.99799999999999
4546,112.99799999999999
4547,112.99799999999999
4548,112.99799999999999
4549,112.99799999999999
4550,112.99799999999999
4551,112.99799999999999
4552,112.99799999999999
4553,112.99799999999999
4554,112.99799999999999
4555,112.99799999999999
4556,112.99799999999999
4557,112.99799999999999
4558,112.99799999999999
4559,112.99799999999999
4560,112.99799999999999
4561,112.99799999999999
4562,112.99799999999999
4563,112.99799999999999
4564,112.99799999999999
4565,112.99799999999999
4566,112.99799999999999
4567,112.99799999999999
4568,112.99799999999999
4569,112.99799999999999
4570,112.99799999999999
4571,112.99799999999999
4572,112.99799999999999
4573,112.99799999999999
4574,112.99799999999999
4575,112.99799999999999
4576,112.99799999999999
4577,112.99799999999999
4578,112.99799999999999
4579,112.99799999999999
4580,112.99799999999999
4581,112.99799999999999
4582,112.99799999999999
4583,112.99799999999999
4584,112.99799999999999
4585,112.99799999999999
4586,112.99799999999999
4587,112.99799999999999
4588,112.99799999999999
4589,112.99799999999999
4590,112.99799999999999
4591,112.99799999999999
4592,112.99799999999999
4593,112.99799999999999
4594,112.99799999999999
4595,112.99799999999999
4596,112.99799999999999
4597,112.99799999999999
4598,112.99799999999999
4599,112.99799999999999
4600,112.99799999999999
4601,112.99799999999999
4602,112.99799999999999
4603,112.99799999999999
4604,112.99799999999999
4605,112.99799999999999
4606,112.99799999999999
4607,112.99799999999999
4608,112.99799999999999
4609,112.99799999999999
4610,112.99799999999999
4611,112.99799999999999
4612,112.99799999999999
4613,112.99799999999999
4614,112.99799999999999
4615,112.99799999999999
4616,112.99799999999999
4617,112.99799999999999
4618,112.99799999999999
4619,112.99799999999999
4620,112.99799999999999
4621,112.99799999999999
4622,112.99799999999999
4623,112.99799999999999
4624,112.99799999999999
4625,112.99799999999999
4626,112.99799999999999
4627,112.99799999999999
4628,112.99799999999999
4629,112.99799999999999
4630,112.99799999999999
4631,112.99799999999999
4632,112.99799999999999
4633,112.99799999999999
4634,112.99799999999999
4635,112.99799999999999
4636,112.99799999999999
4637,112.99799999999999
4638,112.99799999999999
4639,112.99799999999999
4640,112.99799999999999
4641,112.99799999999999
