,등락률(%)
31530,-1.91
31531,-1.91
31532,-1.91
31533,-1.91
31534,-1.91
31535,-1.91
31536,-1.91
31537,-1.91
31538,-1.91
31539,-1.91
31540,-1.91
31541,-1.91
31542,-1.91
31543,-1.91
31544,-1.91
31545,-1.91
31546,-1.91
31547,-1.91
31548,-1.91
31549,-1.91
31550,-1.91
31551,-1.91
31552,-1.91
31553,-1.91
31554,-1.91
31555,-1.91
31556,-1.91
31557,-1.91
31558,-1.91
31559,-1.91
31560,-1.91
31561,-1.91
31562,-1.91
31563,-1.91
31564,-1.91
31565,-1.91
31566,-1.91
31567,-1.91
31568,-1.91
31569,-1.91
31570,-1.91
31571,-1.91
31572,-1.91
31573,-1.91
31574,-1.91
31575,-1.91
31576,-1.91
31577,-1.91
31578,-1.91
31579,-1.91
31580,-1.91
31581,-1.91
31582,-1.91
31583,-1.91
31584,-1.91
31585,-1.91
31586,-2.14
31587,-2.14
31588,-2.14
31589,-2.14
31590,-2.14
31591,-2.14
31592,-2.14
31593,-2.14
31594,-2.14
31595,-2.14
31596,-2.14
31597,-2.14
31598,-2.14
31599,-2.14
31600,-2.14
31601,-2.14
31602,-2.14
31603,-2.14
31604,-2.14
31605,-2.14
31606,-2.14
31607,-2.14
31608,-2.14
31609,-2.14
31610,-2.14
31611,-2.14
31612,-2.14
31613,-2.14
31614,-2.14
31615,-2.14
31616,-2.14
31617,-2.14
31618,-2.14
31619,-2.14
31620,-2.14
31621,-2.14
31622,-2.14
31623,-2.14
31624,-2.14
31625,-2.14
31626,-2.14
31627,-2.14
31628,-2.14
31629,-2.14
31630,-2.14
31631,-2.14
31632,-2.14
31633,-2.14
31634,-2.14
31635,-2.14
31636,-2.14
31637,-2.14
31638,-2.14
31639,-2.14
31640,-2.14
31641,-2.14
31642,-2.14
31643,-2.14
31644,-2.14
31645,-2.14
31646,-2.14
31647,-2.14
31648,-2.14
31649,-2.14
31650,-2.14
31651,-2.14
31652,-2.14
31653,-2.14
31654,-2.14
31655,-2.14
31656,-2.14
31657,-2.14
31658,-2.14
31659,-2.14
31660,-2.14
31661,-2.14
31662,-2.14
31663,-2.14
31664,-2.14
31665,-2.14
31666,-2.14
31667,-2.14
31668,-2.14
31669,-2.14
31670,-2.14
31671,-2.14
31672,-2.14
31673,-2.14
31674,-2.14
31675,-2.14
31676,-2.14
31677,-2.14
31678,-2.14
31679,-2.14
31680,-2.14
31681,-2.14
31682,-2.14
31683,-2.14
31684,-2.14
31685,-0.33
31686,-0.33
31687,-0.33
31688,-0.33
31689,-0.33
31690,-0.33
31691,-0.33
31692,-0.33
31693,-0.33
31694,-0.33
31695,-0.33
31696,-0.33
31697,-0.33
31698,-0.33
31699,-0.33
31700,-0.33
31701,-0.33
31702,-0.33
31703,-0.33
31704,-0.33
31705,-0.33
31706,-0.33
31707,-0.33
31708,-0.33
31709,-0.33
31710,-0.33
31711,-0.33
31712,-0.33
31713,-0.33
31714,-0.33
31715,-0.33
31716,-0.33
31717,-0.33
31718,-0.33
31719,-0.33
31720,-0.33
31721,-0.33
31722,-0.33
31723,-0.33
31724,-0.33
31725,-0.33
31726,-0.33
31727,-0.33
31728,-0.33
31729,-0.33
31730,-0.33
31731,-0.33
31732,-0.33
31733,-0.33
31734,-0.33
31735,-0.33
31736,-0.33
31737,-0.33
31738,-0.33
31739,-0.33
31740,-0.33
31741,-0.33
31742,-0.33
31743,-0.33
31744,-0.33
31745,-0.33
31746,-0.33
31747,-0.33
31748,-0.33
31749,-0.33
31750,-0.33
31751,-0.33
31752,-0.33
31753,-0.33
31754,-0.33
31755,-0.33
31756,-0.33
31757,-0.33
31758,-0.33
31759,-0.33
31760,-0.33
31761,-0.33
31762,-0.33
31763,-0.33
31764,-0.33
31765,-0.33
31766,-0.33
31767,-0.33
31768,-0.33
31769,-0.33
31770,-0.33
31771,-0.33
31772,-0.33
31773,-0.33
31774,-0.33
31775,-0.33
31776,-0.33
31777,-0.33
31778,-0.33
31779,-0.33
31780,-0.33
31781,-0.33
31782,-0.33
31783,-0.33
31784,-0.33
31785,-0.33
31786,-0.33
31787,-0.33
31788,-0.33
31789,-0.33
31790,-0.33
31791,-0.33
31792,-0.33
31793,-0.33
31794,-0.33
31795,-0.33
31796,-0.33
31797,-0.33
31798,-0.33
31799,-0.33
31800,-0.33
31801,-0.33
31802,-0.33
31803,-0.33
31804,-0.33
31805,-0.33
31806,-0.33
31807,-0.33
31808,-0.33
31809,-0.33
31810,-0.33
31811,-0.33
31812,-0.33
31813,-0.33
31814,-0.33
31815,-0.33
31816,-0.33
31817,-0.33
31818,-0.33
31819,-0.33
31820,-0.33
31821,-0.33
31822,-0.33
31823,-0.33
31824,-0.33
31825,-0.33
31826,-0.33
31827,-0.33
31828,-0.33
31829,-0.33
31830,-0.33
31831,-0.33
31832,-0.33
31833,-0.33
31834,-0.33
31835,-0.33
31836,-0.33
31837,-0.33
31838,-0.33
31839,-0.33
31840,-0.33
31841,-0.33
31842,-0.33
31843,-0.33
31844,-0.33
31845,-0.33
31846,-0.33
31847,-0.33
31848,-0.33
31849,-0.33
31850,-0.33
31851,-0.33
31852,-0.33
31853,-0.33
31854,-0.33
31855,-0.33
31856,-0.33
31857,-0.33
31858,-0.33
31859,-0.33
31860,-0.33
31861,-0.33
31862,-0.33
31863,-0.33
31864,-0.33
31865,-0.33
31866,-0.33
31867,-0.33
31868,-0.33
31869,-0.33
31870,-0.33
31871,-0.33
31872,-0.33
31873,-0.33
31874,-0.33
31875,-0.33
31876,-0.33
31877,-0.33
31878,-0.33
31879,-0.33
31880,-0.33
31881,-0.33
31882,-0.33
31883,-0.33
31884,-0.33
31885,-0.33
31886,-0.33
31887,-0.33
31888,-0.33
31889,-0.33
31890,-0.33
31891,-0.33
31892,-0.33
31893,-0.33
31894,-0.33
31895,-0.33
31896,-0.33
31897,-0.33
31898,-0.33
31899,-0.33
31900,-0.33
31901,-0.33
31902,-0.33
31903,-0.33
31904,-0.33
31905,-0.33
31906,-0.33
31907,-0.33
31908,-0.33
31909,-0.33
31910,-0.33
31911,-0.33
31912,-0.33
31913,-0.33
31914,-0.33
31915,-0.33
31916,-0.33
31917,-0.33
31918,-0.33
31919,2.13
31920,2.13
31921,2.13
31922,2.13
31923,2.13
31924,2.13
31925,2.13
31926,2.13
31927,2.13
31928,2.13
31929,2.13
31930,2.13
31931,2.13
31932,2.13
31933,2.13
31934,2.13
31935,2.13
31936,2.13
31937,2.13
31938,2.13
31939,2.13
31940,2.13
31941,2.13
31942,2.13
31943,2.13
31944,2.13
31945,2.13
31946,2.13
31947,2.13
31948,2.13
31949,2.13
31950,2.13
31951,2.13
31952,2.13
31953,2.13
31954,2.13
31955,2.13
31956,2.13
31957,2.13
31958,2.13
31959,2.13
31960,2.13
31961,2.13
31962,2.13
31963,2.13
31964,2.13
31965,2.13
31966,2.13
31967,2.13
31968,2.13
31969,2.13
31970,2.13
31971,2.13
31972,2.13
31973,2.13
31974,2.13
31975,2.13
31976,2.13
31977,2.13
31978,2.13
31979,2.13
31980,2.13
31981,2.13
31982,2.13
31983,2.13
31984,2.13
31985,2.13
31986,2.13
31987,2.13
31988,2.13
31989,2.13
31990,2.13
31991,2.13
31992,2.13
31993,2.13
31994,2.13
31995,2.13
31996,2.13
31997,2.13
31998,2.13
31999,2.13
32000,2.13
32001,2.13
32002,2.13
32003,2.13
32004,2.13
32005,2.13
32006,2.13
32007,2.13
32008,2.13
32009,2.13
32010,2.13
32011,2.13
32012,2.13
32013,2.13
32014,2.13
32015,2.13
32016,2.13
32017,2.13
32018,2.13
32019,0.65
32020,0.65
32021,0.65
32022,0.65
32023,0.65
32024,0.65
32025,0.65
32026,0.65
32027,0.65
32028,0.65
32029,0.65
32030,0.65
32031,0.65
32032,0.65
32033,0.65
32034,0.65
32035,0.65
32036,0.65
32037,0.65
32038,0.65
32039,0.65
32040,0.65
32041,0.65
32042,0.65
32043,0.65
32044,0.65
32045,0.65
32046,0.65
32047,0.65
32048,0.65
32049,0.65
32050,0.65
32051,0.65
32052,0.65
32053,0.65
32054,0.65
32055,0.65
32056,0.65
32057,0.65
32058,0.65
32059,0.65
32060,0.65
32061,0.65
32062,0.65
32063,0.65
32064,0.65
32065,0.65
32066,0.65
32067,0.65
32068,0.65
32069,0.65
32070,0.65
32071,0.65
32072,0.65
32073,0.65
32074,0.65
32075,0.65
32076,0.65
32077,0.65
32078,0.65
32079,0.65
32080,0.65
32081,0.65
32082,0.65
32083,0.65
32084,0.65
32085,0.65
32086,0.65
32087,0.65
32088,0.65
32089,0.65
32090,0.65
32091,0.65
32092,0.65
32093,0.65
32094,0.65
32095,0.65
32096,0.65
32097,0.65
32098,0.65
32099,0.65
32100,0.65
32101,-0.64
32102,-0.64
32103,-0.64
32104,-0.64
32105,-0.64
32106,-0.64
32107,-0.64
32108,-0.64
32109,-0.64
32110,-0.64
32111,-0.64
32112,-0.64
32113,-0.64
32114,-0.64
32115,-0.64
32116,-0.64
32117,-0.64
32118,-0.64
32119,-0.64
32120,-0.64
32121,-0.64
32122,-0.64
32123,-0.64
32124,-0.64
32125,-0.64
32126,-0.64
32127,-0.64
32128,-0.64
32129,-0.64
32130,-0.64
32131,-0.64
32132,-0.64
32133,-0.64
32134,-0.64
32135,-0.64
32136,-0.64
32137,-0.64
32138,-0.64
32139,-0.64
32140,-0.64
32141,-0.64
32142,-0.64
32143,-0.64
32144,-0.64
32145,-0.64
32146,-0.64
32147,-0.64
32148,-0.64
32149,-0.64
32150,-0.64
32151,-0.64
32152,-0.64
32153,-0.64
32154,-0.64
32155,-0.64
32156,-0.64
32157,-0.64
32158,-0.64
32159,-0.64
32160,-0.64
32161,-0.64
32162,-0.64
32163,-0.64
32164,-0.64
32165,-0.64
32166,-0.64
32167,-0.64
32168,-0.64
32169,-0.64
32170,-0.64
32171,-0.64
32172,-0.64
32173,-0.64
32174,-0.64
32175,-0.64
32176,-0.64
32177,-0.64
32178,-0.64
32179,-0.64
32180,-0.64
32181,-0.64
32182,-0.64
32183,-0.64
32184,-0.64
32185,-0.64
32186,-0.64
32187,-0.64
32188,-0.64
32189,-0.64
32190,-0.64
32191,-0.64
32192,-0.64
32193,-1.11
32194,-1.11
32195,-1.11
32196,-1.11
32197,-1.11
32198,-1.11
32199,-1.11
32200,-1.11
32201,-1.11
32202,-1.11
32203,-1.11
32204,-1.11
32205,-1.11
32206,-1.11
32207,-1.11
32208,-1.11
32209,-1.11
32210,-1.11
32211,-1.11
32212,-1.11
32213,-1.11
32214,-1.11
32215,-1.11
32216,-1.11
32217,-1.11
32218,-1.11
32219,-1.11
32220,-1.11
32221,-1.11
32222,-1.11
32223,-1.11
32224,-1.11
32225,-1.11
32226,-1.11
32227,-1.11
32228,-1.11
32229,-1.11
32230,-1.11
32231,-1.11
32232,-1.11
32233,-1.11
32234,-1.11
32235,-1.11
32236,-1.11
32237,-1.11
32238,-1.11
32239,-1.11
32240,-1.11
32241,-1.11
32242,-1.11
32243,-1.11
32244,-1.11
32245,-1.11
32246,-1.11
32247,-1.11
32248,-1.11
32249,-1.11
32250,-1.11
32251,-1.11
32252,-1.11
32253,-1.11
32254,-1.11
32255,-1.11
32256,-1.11
32257,-1.11
32258,-1.11
32259,-1.11
32260,-1.11
32261,-1.11
32262,-1.11
32263,-1.11
32264,-1.11
32265,-1.11
32266,-1.11
32267,-1.11
32268,-1.11
32269,-1.11
32270,-1.11
32271,-1.11
32272,-1.11
32273,-1.11
32274,-1.11
32275,-1.11
32276,-1.11
32277,-1.11
32278,-1.11
32279,-1.12
32280,-1.12
32281,-1.12
32282,-1.12
32283,-1.12
32284,-1.12
32285,-1.12
32286,-1.12
32287,-1.12
32288,-1.12
32289,-1.12
32290,-1.12
32291,-1.12
32292,-1.12
32293,-1.12
32294,-1.12
32295,-1.12
32296,-1.12
32297,-1.12
32298,-1.12
32299,-1.12
32300,-1.12
32301,-1.12
32302,-1.12
32303,-1.12
32304,-1.12
32305,-1.12
32306,-1.12
32307,-1.12
32308,-1.12
32309,-1.12
32310,-1.12
32311,-1.12
32312,-1.12
32313,-1.12
32314,-1.12
32315,-1.12
32316,-1.12
32317,-1.12
32318,-1.12
32319,-1.12
32320,-1.12
32321,-1.12
32322,-1.12
32323,-1.12
32324,-1.12
32325,-1.12
32326,-1.12
32327,-1.12
32328,-1.12
32329,-1.12
32330,-1.12
32331,-1.12
32332,-1.12
32333,-1.12
32334,-1.12
32335,-1.12
32336,-1.12
32337,-1.12
32338,-1.12
32339,-1.12
32340,-1.12
32341,-1.12
32342,-1.12
32343,-1.12
32344,-1.12
32345,-1.12
32346,-1.12
32347,-1.12
32348,-1.12
32349,-1.12
32350,-1.12
32351,-1.12
32352,-1.12
32353,-1.12
32354,-1.12
32355,-1.12
32356,-1.12
32357,-1.12
32358,-1.12
32359,-1.12
32360,-1.12
32361,-1.12
32362,-1.12
32363,-1.12
32364,-1.12
32365,-1.12
32366,-1.12
32367,-1.12
32368,-1.12
32369,-1.12
32370,-1.12
32371,-1.12
32372,-1.12
32373,-1.12
32374,-1.12
32375,-1.12
32376,-1.12
32377,-1.12
32378,-1.12
32379,-1.12
32380,-1.12
32381,-1.12
32382,-1.12
32383,-1.12
32384,-1.12
32385,-1.12
32386,-1.12
32387,-1.12
32388,-1.12
32389,-1.12
32390,-1.12
32391,-1.12
32392,-1.12
32393,-1.12
32394,-1.12
32395,-1.12
32396,-1.12
32397,-1.12
32398,-1.12
32399,-1.12
32400,-1.12
32401,-1.12
32402,-1.12
32403,-1.12
32404,-1.12
32405,-1.12
32406,-1.12
32407,-1.12
32408,-1.12
32409,-1.12
32410,-1.12
32411,-1.12
32412,-1.12
32413,-1.12
32414,-1.12
32415,-1.12
32416,-1.12
32417,-1.12
32418,-1.12
32419,-1.12
32420,-1.12
32421,-1.12
32422,-1.12
32423,-1.12
32424,-1.12
32425,-1.12
32426,-1.12
32427,-1.12
32428,-1.12
32429,-1.12
32430,-1.12
32431,-1.12
32432,-1.12
32433,-1.12
32434,-1.12
32435,-1.12
32436,-1.12
32437,-1.12
32438,-1.12
32439,-1.12
32440,-1.12
32441,-1.12
32442,-1.12
32443,-1.12
32444,-1.12
32445,-1.12
32446,-1.12
32447,-1.12
32448,-1.12
32449,-1.12
32450,-1.12
32451,-1.12
32452,-1.12
32453,-1.12
32454,-1.12
32455,-1.12
32456,-1.12
32457,-1.12
32458,-1.12
32459,-1.12
32460,-1.12
32461,-1.12
32462,-1.12
32463,-1.12
32464,-1.12
32465,-1.12
32466,-1.12
32467,-1.12
32468,-1.12
32469,-1.12
32470,-1.12
32471,-1.12
32472,-1.12
32473,-1.12
32474,-1.12
32475,-1.12
32476,-1.12
32477,-1.12
32478,-1.12
32479,-1.12
32480,-1.12
32481,-1.12
32482,-1.12
32483,-1.12
32484,-1.12
32485,-1.12
32486,-1.12
32487,-1.12
32488,-1.12
32489,-1.12
32490,-1.12
32491,-1.12
32492,-1.12
32493,-1.12
32494,-1.12
32495,-1.12
32496,-1.12
32497,-1.12
32498,-1.12
32499,-1.12
32500,-1.12
32501,-1.12
32502,-1.12
32503,-1.12
32504,-1.12
32505,-1.12
32506,-1.12
32507,-1.12
32508,-1.12
32509,-1.12
32510,-1.12
32511,-1.12
32512,-1.12
32513,-1.12
32514,-1.12
32515,-1.12
32516,-1.12
32517,-1.12
32518,-1.12
32519,-1.12
32520,-1.12
32521,-1.12
32522,-1.12
32523,-1.12
32524,-1.12
32525,-1.12
32526,-1.12
32527,-1.12
32528,-1.12
32529,-1.12
32530,-1.12
32531,-1.12
32532,-1.12
32533,-1.12
32534,-1.12
32535,-1.12
32536,-1.12
32537,-1.12
32538,-1.12
32539,-1.12
32540,-1.12
32541,-1.12
32542,-1.12
32543,-1.12
32544,-1.12
32545,-1.12
32546,-1.12
32547,-1.12
32548,-1.12
32549,-1.12
32550,-1.12
32551,-1.12
32552,-1.12
32553,-1.12
32554,-1.12
32555,-1.12
32556,-1.12
32557,-1.12
32558,-1.12
32559,-1.12
32560,-1.12
32561,-1.12
32562,-1.12
32563,-1.12
32564,-1.12
32565,-1.12
32566,-1.12
32567,-1.12
32568,-1.12
32569,-1.12
32570,-1.12
32571,-1.12
32572,0.24
32573,0.24
32574,0.24
32575,0.24
32576,0.24
32577,0.24
32578,0.24
32579,0.24
32580,0.24
32581,0.24
32582,0.24
32583,0.24
32584,0.24
32585,0.24
32586,0.24
32587,0.24
32588,0.24
32589,0.24
32590,0.24
32591,0.24
32592,0.24
32593,0.24
32594,0.24
32595,0.24
32596,0.24
32597,0.24
32598,0.24
32599,0.24
32600,0.24
32601,0.24
32602,0.24
32603,0.24
32604,0.24
32605,0.24
32606,0.24
32607,0.24
32608,0.24
32609,0.24
32610,0.24
32611,0.24
32612,0.24
32613,0.24
32614,0.24
32615,0.24
32616,0.24
32617,0.24
32618,0.24
32619,0.24
32620,0.24
32621,0.24
32622,0.24
32623,0.24
32624,0.24
32625,0.24
32626,0.24
32627,0.24
32628,0.24
32629,0.24
32630,0.24
32631,0.24
32632,0.24
32633,0.24
32634,0.24
32635,0.24
32636,0.24
32637,0.24
32638,0.24
32639,0.24
32640,0.24
32641,0.24
32642,0.24
32643,0.24
32644,0.24
32645,0.24
32646,0.24
32647,0.24
32648,0.24
32649,0.24
32650,0.24
32651,0.24
32652,0.24
32653,0.24
32654,0.24
32655,0.24
32656,0.24
32657,0.24
32658,0.24
32659,0.24
32660,0.24
32661,0.24
32662,0.24
32663,0.24
32664,0.24
32665,0.24
32666,0.24
32667,0.24
32668,0.24
32669,0.24
32670,0.24
32671,0.24
32672,0.24
32673,0.24
32674,0.24
32675,-0.78
32676,-0.78
32677,-0.78
32678,-0.78
32679,-0.78
32680,-0.78
32681,-0.78
32682,-0.78
32683,-0.78
32684,-0.78
32685,-0.78
32686,-0.78
32687,-0.78
32688,-0.78
32689,-0.78
32690,-0.78
32691,-0.78
32692,-0.78
32693,-0.78
32694,-0.78
32695,-0.78
32696,-0.78
32697,-0.78
32698,-0.78
32699,-0.78
32700,-0.78
32701,-0.78
32702,-0.78
32703,-0.78
32704,-0.78
32705,-0.78
32706,-0.78
32707,-0.78
32708,-0.78
32709,-0.78
32710,-0.78
32711,-0.78
32712,-0.78
32713,-0.78
32714,-0.78
32715,-0.78
32716,-0.78
32717,-0.78
32718,-0.78
32719,-0.78
32720,-0.78
32721,-0.78
32722,-0.78
32723,-0.78
32724,-0.78
32725,-0.78
32726,-0.78
32727,-0.78
32728,-0.78
32729,-0.78
32730,-0.78
32731,-0.78
32732,-0.78
32733,-0.78
32734,-0.78
32735,-0.78
32736,-0.78
32737,-0.78
32738,-0.78
32739,-0.78
32740,-0.78
32741,-0.78
32742,-0.78
32743,-0.78
32744,-0.78
32745,-0.78
32746,-0.78
32747,-0.78
32748,-0.78
32749,-0.78
32750,-0.78
32751,-0.78
32752,-0.78
32753,-0.78
32754,-0.78
32755,-0.78
32756,-0.78
32757,-0.78
32758,-0.78
32759,-0.78
32760,-0.78
32761,-0.78
32762,-0.78
32763,-0.78
32764,-0.78
32765,-0.78
32766,-0.78
32767,-0.78
32768,-0.78
32769,-0.78
32770,-0.78
32771,-0.68
32772,-0.68
32773,-0.68
32774,-0.68
32775,-0.68
32776,-0.68
32777,-0.68
32778,-0.68
32779,-0.68
32780,-0.68
32781,-0.68
32782,-0.68
32783,-0.68
32784,-0.68
32785,-0.68
32786,-0.68
32787,-0.68
32788,-0.68
32789,-0.68
32790,-0.68
32791,-0.68
32792,-0.68
32793,-0.68
32794,-0.68
32795,-0.68
32796,-0.68
32797,-0.68
32798,-0.68
32799,-0.68
32800,-0.68
32801,-0.68
32802,-0.68
32803,-0.68
32804,-0.68
32805,-0.68
32806,-0.68
32807,-0.68
32808,-0.68
32809,-0.68
32810,-0.68
32811,-0.68
32812,-0.68
32813,-0.68
32814,-0.68
32815,-0.68
32816,-0.68
32817,-0.68
32818,-0.68
32819,-0.68
32820,-0.68
32821,-0.68
32822,-0.68
32823,-0.68
32824,-0.68
32825,-0.68
32826,-0.68
32827,-0.68
32828,-0.68
32829,-0.68
32830,-0.68
32831,-0.68
32832,-0.68
32833,-0.68
32834,-0.68
32835,-0.68
32836,-0.68
32837,-0.68
32838,-0.68
32839,-0.68
32840,-0.68
32841,-0.68
32842,-0.68
32843,-0.68
32844,-0.68
32845,-0.68
32846,-0.68
32847,-0.68
32848,-0.68
32849,-0.68
32850,-0.68
32851,-0.68
32852,-0.68
32853,-0.68
32854,-0.68
32855,-0.68
32856,-0.68
32857,-0.68
32858,-0.68
32859,-0.68
32860,-0.68
32861,-0.68
32862,-1.23
32863,-1.23
32864,-1.23
32865,-1.23
32866,-1.23
32867,-1.23
32868,-1.23
32869,-1.23
32870,-1.23
32871,-1.23
32872,-1.23
32873,-1.23
32874,-1.23
32875,-1.23
32876,-1.23
32877,-1.23
32878,-1.23
32879,-1.23
32880,-1.23
32881,-1.23
32882,-1.23
32883,-1.23
32884,-1.23
32885,-1.23
32886,-1.23
32887,-1.23
32888,-1.23
32889,-1.23
32890,-1.23
32891,-1.23
32892,-1.23
32893,-1.23
32894,-1.23
32895,-1.23
32896,-1.23
32897,-1.23
32898,-1.23
32899,-1.23
32900,-1.23
32901,-1.23
32902,-1.23
32903,-1.23
32904,-1.23
32905,-1.23
32906,-1.23
32907,-1.23
32908,-1.23
32909,-1.23
32910,-1.23
32911,-1.23
32912,-1.23
32913,-1.23
32914,-1.23
32915,-1.23
32916,-1.23
32917,-1.23
32918,-1.23
32919,-1.23
32920,-1.23
32921,-1.23
32922,-1.23
32923,-1.23
32924,-1.23
32925,-1.23
32926,-1.23
32927,-1.23
32928,-1.23
32929,-1.23
32930,-1.23
32931,-1.23
32932,-1.23
32933,-1.23
32934,-1.23
32935,-1.23
32936,-1.23
32937,-1.23
32938,-1.23
32939,-1.23
32940,-1.23
32941,-1.23
32942,-1.23
32943,-1.23
32944,-1.23
32945,-1.23
32946,-1.23
32947,-1.23
32948,-1.23
32949,1.7
32950,1.7
32951,1.7
32952,1.7
32953,1.7
32954,1.7
32955,1.7
32956,1.7
32957,1.7
32958,1.7
32959,1.7
32960,1.7
32961,1.7
32962,1.7
32963,1.7
32964,1.7
32965,1.7
32966,1.7
32967,1.7
32968,1.7
32969,1.7
32970,1.7
32971,1.7
32972,1.7
32973,1.7
32974,1.7
32975,1.7
32976,1.7
32977,1.7
32978,1.7
32979,1.7
32980,1.7
32981,1.7
32982,1.7
32983,1.7
32984,1.7
32985,1.7
32986,1.7
32987,1.7
32988,1.7
32989,1.7
32990,1.7
32991,1.7
32992,1.7
32993,1.7
32994,1.7
32995,1.7
32996,1.7
32997,1.7
32998,1.7
32999,1.7
33000,1.7
33001,1.7
33002,1.7
33003,1.7
33004,1.7
33005,1.7
33006,1.7
33007,1.7
33008,1.7
33009,1.7
33010,1.7
33011,1.7
33012,1.7
33013,1.7
33014,1.7
33015,1.7
33016,1.7
33017,1.7
33018,1.7
33019,1.7
33020,1.7
33021,1.7
33022,1.7
33023,1.7
33024,1.7
33025,1.7
33026,1.7
33027,1.7
33028,1.7
33029,1.7
33030,1.7
33031,1.7
33032,1.7
33033,1.7
33034,1.7
33035,1.7
33036,1.7
33037,1.7
33038,1.7
33039,1.7
33040,1.7
33041,1.7
33042,1.7
33043,1.7
33044,1.7
33045,1.7
33046,1.7
33047,1.7
33048,1.7
33049,1.7
33050,1.7
33051,1.7
33052,1.7
33053,1.7
33054,1.7
33055,1.7
33056,1.7
33057,1.7
33058,1.7
33059,1.7
33060,1.7
33061,1.7
33062,1.7
33063,1.7
33064,1.7
33065,1.7
33066,1.7
33067,1.7
33068,1.7
33069,1.7
33070,1.7
33071,1.7
33072,1.7
33073,1.7
33074,1.7
33075,1.7
33076,1.7
33077,1.7
33078,1.7
33079,1.7
33080,1.7
33081,1.7
33082,1.7
33083,1.7
33084,1.7
33085,1.7
33086,1.7
33087,1.7
33088,1.7
33089,1.7
33090,1.7
33091,1.7
33092,1.7
33093,1.7
33094,1.7
33095,1.7
33096,1.7
33097,1.7
33098,1.7
33099,1.7
33100,1.7
33101,1.7
33102,1.7
33103,1.7
33104,1.7
33105,1.7
33106,1.7
33107,1.7
33108,1.7
33109,1.7
33110,1.7
33111,1.7
33112,1.7
33113,1.7
33114,1.7
33115,1.7
33116,1.7
33117,1.7
33118,1.7
33119,1.7
33120,1.7
33121,1.7
33122,1.7
33123,1.7
33124,1.7
33125,1.7
33126,1.7
33127,1.7
33128,1.7
33129,1.7
33130,1.7
33131,1.7
33132,1.7
33133,1.7
33134,1.7
33135,1.7
33136,1.7
33137,1.7
33138,1.7
33139,1.7
33140,1.7
33141,1.7
33142,1.7
33143,1.7
33144,1.7
33145,1.7
33146,1.7
33147,1.7
33148,1.7
33149,1.7
33150,1.7
33151,1.7
33152,1.7
33153,1.7
33154,1.7
33155,1.7
33156,1.7
33157,1.7
33158,1.7
33159,1.7
33160,1.7
33161,1.7
33162,1.7
33163,1.7
33164,1.7
33165,1.7
33166,1.7
33167,1.7
33168,1.7
33169,1.7
33170,1.7
33171,1.7
33172,1.7
33173,1.7
33174,1.7
33175,1.7
33176,1.7
33177,1.7
33178,1.7
33179,1.7
33180,1.7
33181,1.7
33182,1.7
33183,1.7
33184,1.7
33185,1.7
33186,1.7
33187,1.7
33188,1.7
33189,1.7
33190,1.7
33191,1.7
33192,1.7
33193,1.7
33194,1.7
33195,1.7
33196,1.7
33197,1.7
33198,1.7
33199,1.7
33200,1.7
33201,1.7
33202,1.7
33203,1.7
33204,1.7
33205,1.7
33206,1.7
33207,1.7
33208,1.7
33209,1.7
33210,1.7
33211,1.7
33212,1.7
33213,1.7
33214,1.7
33215,1.7
33216,1.7
33217,1.7
33218,1.7
33219,1.7
33220,1.7
33221,1.7
33222,1.7
33223,1.7
33224,1.7
33225,1.7
33226,1.7
33227,1.7
33228,1.7
33229,1.7
33230,1.7
33231,1.7
33232,1.7
33233,1.7
33234,1.7
33235,1.7
33236,1.7
33237,1.7
33238,1.7
33239,1.7
33240,1.7
33241,1.7
33242,1.7
33243,1.7
33244,1.7
33245,1.7
33246,1.7
33247,1.7
33248,1.7
33249,1.7
33250,1.7
33251,1.7
33252,1.7
33253,1.7
33254,1.7
33255,1.7
33256,1.7
33257,1.7
33258,1.7
33259,1.7
33260,1.7
33261,1.7
33262,1.7
33263,1.7
33264,1.7
33265,1.7
33266,1.7
33267,1.7
33268,1.7
33269,1.7
33270,1.7
33271,1.7
33272,-0.04
33273,-0.04
33274,-0.04
33275,-0.04
33276,-0.04
33277,-0.04
33278,-0.04
33279,-0.04
33280,-0.04
33281,-0.04
33282,-0.04
33283,-0.04
33284,-0.04
33285,-0.04
33286,-0.04
33287,-0.04
33288,-0.04
33289,-0.04
33290,-0.04
33291,-0.04
33292,-0.04
33293,-0.04
33294,-0.04
33295,-0.04
33296,-0.04
33297,-0.04
33298,-0.04
33299,-0.04
33300,-0.04
33301,-0.04
33302,-0.04
33303,-0.04
33304,-0.04
33305,-0.04
33306,-0.04
33307,-0.04
33308,-0.04
33309,-0.04
33310,-0.04
33311,-0.04
33312,-0.04
33313,-0.04
33314,-0.04
33315,-0.04
33316,-0.04
33317,-0.04
33318,-0.04
33319,-0.04
33320,-0.04
33321,-0.04
33322,-0.04
33323,-0.04
33324,-0.04
33325,-0.04
33326,-0.04
33327,-0.04
33328,-0.04
33329,-0.04
33330,-0.04
33331,-0.04
33332,-0.04
33333,-0.04
33334,-0.04
33335,-0.04
33336,-0.04
33337,-0.04
33338,-0.04
33339,-0.04
33340,-0.04
33341,-0.04
33342,-0.04
33343,-0.04
33344,-0.04
33345,-0.04
33346,-0.04
33347,-0.04
33348,-0.04
33349,-0.04
33350,-0.04
33351,-0.04
33352,-0.04
33353,-0.04
33354,-0.04
