지점,지점명,일시,평균기온(°C),최저기온(°C),최고기온(°C),강수 계속시간(hr),1시간 최다강수량(mm),일강수량(mm),최대 순간 풍속(m/s),최대 풍속(m/s),평균 풍속(m/s),최소 상대습도(%),평균 상대습도(%),일 최심신적설(cm)
112,인천,2019-10-21,17.4,12.6,22.4,,,,6,4,2.5,39,69,
112,인천,2019-10-22,18,14.3,22.4,,,,5.1,3,1.9,46,64.4,
112,인천,2019-10-23,17.8,15.6,20.5,,,,6,3.8,2.4,45,59.5,
112,인천,2019-10-24,18.2,14.8,22.5,,,,10,6.6,3.1,36,54.5,
112,인천,2019-10-25,16,11.9,20.8,.67,0,0,12.2,7.7,3.3,42,65.6,
112,인천,2019-10-26,10.2,7.7,12.8,,,,11.6,6.4,3.2,51,63,
112,인천,2019-10-27,12.5,6.9,16.8,,,,7,3.8,2,43,59.1,
112,인천,2019-10-28,14.1,10.2,17.3,2.58,.4,.6,12.9,7.2,3.7,48,68.3,
112,인천,2019-10-29,13.6,9.2,17.3,.33,.1,.1,9.5,6.2,3.4,35,53.1,
112,인천,2019-10-30,13,7.8,17.3,,,,7.8,4.3,2.1,44,61.4,
112,인천,2019-10-31,15.7,10.6,19.2,,,,9.2,5.1,3.4,63,78.3,
112,인천,2019-11-01,15.1,12.8,18.6,,,,7.9,5.1,2.5,21,52.4,
112,인천,2019-11-02,13.8,10.5,17.3,,,,3.9,2.7,1.5,44,64,
112,인천,2019-11-03,14.9,10.5,19.9,,,,7.1,4.3,2.7,38,59,
112,인천,2019-11-04,14.2,9.7,18.2,,,,6.2,4.5,2.3,40,64.4,
112,인천,2019-11-05,13.2,10.8,16.8,,,,6.8,4.2,2.2,47,70.9,
112,인천,2019-11-06,11.7,7.6,15.5,,,,7.9,4.7,2.1,35,57.6,
112,인천,2019-11-07,9.4,5.9,11.8,,,,8.5,5.5,3.5,25,46,
112,인천,2019-11-08,7.3,2.6,11.2,,,,7.7,4.8,3.3,22,34.4,
112,인천,2019-11-09,10.7,6.4,15.7,,,,6.2,4.1,2.1,28,53,
112,인천,2019-11-10,10.8,8.7,14.8,4,,21.4,12.5,6.2,3.2,35,66,
112,인천,2019-11-11,12.1,9.4,15,2.17,,1.3,9.5,6.2,4.1,53,72.3,
112,인천,2019-11-12,11,7.7,14.3,,,,4.8,2.8,1.3,44,62.1,
112,인천,2019-11-13,8.7,3.6,13.2,6,,5.9,15.7,9.7,4.5,42,70.4,
112,인천,2019-11-14,2.1,-1.1,5,,,,13.6,8.9,3.8,30,39.5,
112,인천,2019-11-15,7.3,2.6,9.9,15.42,,23.4,12.8,8.3,3.6,46,85.6,
112,인천,2019-11-16,7.3,3.8,11.6,,,,5.2,3.5,1.8,43,79.8,
112,인천,2019-11-17,9.7,7.9,13.8,13.25,,23.7,12.4,7.9,3.8,67,84.8,
112,인천,2019-11-18,4.8,1.4,13.7,6.58,,9.9,16.5,11,5.5,44,66.3,
112,인천,2019-11-19,.7,-2.5,3.9,.92,,0,12.2,7.9,3.6,43,56.8,
112,인천,2019-11-20,1.1,-2.7,5.1,,,,7.6,4.4,2.7,21,38.4,
112,인천,2019-11-21,5.7,.1,9.4,,,,8,5.1,2.3,28,37.3,
112,인천,2019-11-22,10.8,4.5,15.9,,,,6.1,4.1,2.3,16,38.1,
112,인천,2019-11-23,12.7,9.3,16.9,,,,6.5,3.7,1.8,46,61.9,
112,인천,2019-11-24,10.5,3.9,16.8,4.83,,3.8,14,8.6,3.4,53,75.9,
112,인천,2019-11-25,1.4,-2,4,,,,12,7.3,4.1,52,62.1,
112,인천,2019-11-26,6.2,1.6,11.8,,,,9.6,6.4,2.5,52,68.8,
112,인천,2019-11-27,2.9,0,5.6,,,,10,6.1,4.5,37,51.5,
112,인천,2019-11-28,2.8,-.7,8,,,,8.4,5.6,3.8,48,54.9,
112,인천,2019-11-29,2,-1.4,5.9,,,,7.9,5.4,3.1,20,42.5,
112,인천,2019-11-30,4.6,.6,8.1,,,,5,3.2,1.7,37,54,
112,인천,2019-12-01,5.1,3,7.4,20.92,,3.8,8.4,5.6,2.4,56,77.5,
112,인천,2019-12-02,.5,-2.4,3.2,2.75,,0,14.4,9.3,4.8,28,50.4,
112,인천,2019-12-03,1.7,-3.4,4.9,7.75,,1.8,9.8,5.6,2.3,48,70.3,
112,인천,2019-12-04,2.5,-1,7.1,1.25,,.3,11.8,7.4,3,27,50.3,
112,인천,2019-12-05,-4.3,-8.3,0,,,,11.5,7.7,5.5,26,41.9,
112,인천,2019-12-06,-5.1,-9,-1.5,,,,7.5,5.2,2.7,32,43,
112,인천,2019-12-07,.1,-4.1,4.6,1.92,,.1,6.8,4.5,2.4,49,67.9,
112,인천,2019-12-08,.9,-3.3,5,,,,5.6,3.7,1.9,45,65.9,
112,인천,2019-12-09,5.3,.5,8.5,1.83,,0,10.8,6.9,4.6,50,66.1,
112,인천,2019-12-10,8.2,4.5,10.1,1.33,,2.4,9.5,6.3,2.3,75,88.9,
112,인천,2019-12-11,6.4,.9,10,.5,,0,14.6,9.2,5.2,45,65.8,
112,인천,2019-12-12,-.1,-2.1,2.5,,,,9.6,6.5,3.3,30,49.5,
112,인천,2019-12-13,3.3,-1.3,6,2.58,,1.2,9.6,6.6,3.8,37,55.6,
112,인천,2019-12-14,2.6,.9,7.9,.25,,0,12.8,8.6,4.7,42,60.1,
112,인천,2019-12-15,5.2,-.1,10.7,,,,5.5,4.1,2,43,62.5,
112,인천,2019-12-16,8.9,3,13.7,,,,6.9,4.1,2.1,44,62,
112,인천,2019-12-17,7.9,3.4,11.8,7.25,,6.7,10,6.9,4.6,58,82,
112,인천,2019-12-18,.3,-1.3,3.4,,,,9.5,6.6,4.1,51,63.5,
112,인천,2019-12-19,-.5,-3.4,2.2,.75,,0,7.5,5.4,3.3,34,54.8,
112,인천,2019-12-20,-1,-2.9,.9,1.5,,0,8.4,5.8,3.1,29,51.4,
112,인천,2019-12-21,.2,-3.1,2.7,3.75,,2.1,8.2,5.4,3.3,42,68.9,
112,인천,2019-12-22,4.5,1.2,8.2,1.5,,.6,8.9,6.1,2.4,56,71.3,
112,인천,2019-12-23,3.4,.4,6.5,2.17,,4.8,8.2,5.5,3.4,70,82.3,
112,인천,2019-12-24,.7,-2.1,4.6,,,,6.2,4.6,2.9,42,66.5,
112,인천,2019-12-25,2.5,-.8,5.8,,,,5.2,3.3,1.5,31,64.8,
112,인천,2019-12-26,2,-1.5,4,3.92,,.2,11.9,7.7,4,57,69.1,
112,인천,2019-12-27,-1,-3.5,2.1,,,,8.3,6,2.8,30,51.6,
112,인천,2019-12-28,2.6,-1.7,5.9,,,,7.9,5.3,3.4,38,49.4,
112,인천,2019-12-29,4.9,2.5,7.3,6.25,,.9,8.4,4.6,2.8,37,56.8,
112,인천,2019-12-30,2.4,-5.4,6.4,4,,.1,17.8,11.6,4.6,53,72.9,
112,인천,2019-12-31,-7.3,-9.9,-5.3,1.75,,0,14.3,9.6,5,36,49,
112,인천,2020-01-01,-1.4,-5.4,1.9,5.25,,0,4.9,3.8,1.7,50,66.6,
